"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGB","FRGB_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN51","SN51_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT12","WT12_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00014607","1957-08-30","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  222",",,0","   83",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-08-31","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    5",",,0,","    0",",,0,","    0",",,0,","  200",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-01","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  194",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-09-02","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   10",",,0,","    0",",,0,","    0",",,0,","  233",",,0","  100",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-03","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","  239",",,0,","    0",",,0,","    0",",,0,","  150",",,0","  111",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-04","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0","T,,0,","    0",",,0,","    0",",,0,","  256",",,0","  144",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-05","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   13",",,0,","    0",",,0,","    0",",,0,","  189",",,0","  122",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-06","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  178",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-09-07","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0","T,,0,","    0",",,0,","    0",",,0,","  206",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-08","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    5",",,0,","    0",",,0,","    0",",,0,","  150",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-09","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   20",",,0,","    0",",,0,","    0",",,0,","  156",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-10","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  206",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-09-11","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   36",",,0,","    0",",,0,","    0",",,0,","  128",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-12","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0","T,,0,","    0",",,0,","    0",",,0,","  217",",,0","  122",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-13","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   30",",,0,","    0",",,0,","    0",",,0,","  189",",,0","  128",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-14","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  228",",,0","   94",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-09-15","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0","T,,0,","    0",",,0,","    0",",,0,","  211",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-16","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","  132",",,0,","    0",",,0,","    0",",,0,","  211",",,0","  139",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-17","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    3",",,0,","    0",",,0,","    0",",,0,","  200",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-18","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  200",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-09-19","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  244",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-09-20","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    5",",,0,","    0",",,0,","    0",",,0,","  206",",,0","  106",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-21","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   84",",,0,","    0",",,0,","    0",",,0,","  161",",,0","  117",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-22","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","  130",",,0,","    0",",,0,","    0",",,0,","  233",",,0","  139",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-23","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","  246",",,0,","    0",",,0,","    0",",,0,","  183",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-24","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    5",",,0,","    0",",,0,","    0",",,0,","  139",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-25","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    5",",,0,","    0",",,0,","    0",",,0,","  133",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-26","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  128",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-09-27","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0","T,,0,","    0",",,0,","    0",",,0,","   83",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-09-28","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  117",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-09-29","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  189",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-09-30","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  217",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-10-01","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    8",",,0,","    0",",,0,","    0",",,0,","  144",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-10-02","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0","T,,0,","    0",",,0,","    0",",,0,","  117",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-10-03","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0","T,,0,","    0",",,0,","    0",",,0,","  100",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-10-04","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  150",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-10-05","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  206",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-10-06","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  222",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-10-07","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  194",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-10-08","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  222",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-10-09","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    3",",,0,","    0",",,0,","    0",",,0,","  161",",,0","  106",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-10-10","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   20",",,0,","    0",",,0,","    0",",,0,","  178",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-10-11","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","   89",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-10-12","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  111",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-10-13","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  111",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-10-14","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0","T,,0,","    0",",,0,","    0",",,0,","  122",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-10-15","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0","T,,0,","    0",",,0,","    0",",,0,","  144",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-10-16","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  217",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-10-17","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  200",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-10-18","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   23",",,0,","    0",",,0,","    0",",,0,","  133",",,0","   83",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-10-19","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","  274",",,0,","    0",",,0,","    0",",,0,","  117",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-10-20","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   71",",,0,","    0",",,0,","    0",",,0,","   94",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014607","1957-10-21","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","   67",",,0","  -17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-10-22","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,","    0",",,0,","    0",",,0,","  128",",,0","  -17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1957-10-23","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   10",",,0,","    0",",,0,","    0",",,0,","  133",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
